辞書,文境界,キー（＝表層形）,語彙素,語彙素細分類,語彙素読み,品詞,活用型,活用形,発音形出現形,仮名形出現形,語種,書字形(基本形),語形(基本形),語彙素ID
現代語,I,者,者,,モノ,名詞-普通名詞-一般,,,モノ,モノ,和,者,モノ,37877
現代語,I,。,。,,,補助記号-句点,,,,,記号,。,,25
現代語,B,その,其の,,ソノ,連体詞,,,ソノ,ソノ,和,その,ソノ,21394
現代語,I,間,間,,アイダ,名詞-普通名詞-副詞可能,,,アイダ,アイダ,和,間,アイダ,168
現代語,I,に,に,,ニ,助詞-格助詞,,,ニ,ニ,和,に,ニ,28178
現代語,I,横たわる,横たわる,,ヨコタワル,動詞-一般,五段-ラ行,連体形-一般,ヨコタワル,ヨコタワル,和,横たわる,ヨコタワル,39238
現代語,I,、,、,,,補助記号-読点,,,,,記号,、,,24
現代語,I,深く,深い,,フカイ,形容詞-一般,形容詞,連用形-一般,フカク,フカク,和,深い,フカイ,32521
現代語,I,暗い,暗い,,クライ,形容詞-一般,形容詞,連体形-一般,クライ,クライ,和,暗い,クライ,10405
現代語,I,溝,溝,,ミゾ,名詞-普通名詞-一般,,,ミゾ,ミゾ,和,溝,ミゾ,36491
現代語,I,を,を,,ヲ,助詞-格助詞,,,オ,ヲ,和,を,ヲ,41407
現代語,I,、,、,,,補助記号-読点,,,,,記号,、,,24
現代語,I,今,今,,イマ,名詞-普通名詞-副詞可能,,,イマ,イマ,和,今,イマ,2460
現代語,I,まさに,正に,,マサニ,副詞,,,マサニ,マサニ,和,まさに,マサニ,35641
現代語,I,目の当たり,目の当たり,,マノアタリ,名詞-普通名詞-副詞可能,,,マノアタリ,マノアタリ,和,目の当たり,マノアタリ,35963
現代語,I,に,に,,ニ,助詞-格助詞,,,ニ,ニ,和,に,ニ,28178
現代語,I,し,為る,,スル,動詞-非自立可能,サ行変格,連用形-一般,シ,シ,和,する,スル,19537
現代語,I,た,た,,タ,助動詞,助動詞-タ,終止形-一般,タ,タ,和,た,タ,21642
現代語,I,。,。,,,補助記号-句点,,,,,記号,。,,25
現代語,B,蓮田,ハスダ,,ハスダ,名詞-固有名詞-人名-姓,,,ハスダ,ハスダ,固,蓮田,ハスダ,79541
現代語,I,「,「,,,補助記号-括弧開,,,,,記号,「,,33
現代語,I,…,…,,,補助記号-一般,,,,,記号,…,,6
現代語,I,…,…,,,補助記号-一般,,,,,記号,…,,6
現代語,I,どこ,何処,,ドコ,代名詞,,,ドコ,ドコ,和,どこ,ドコ,27251
現代語,I,から,から,,カラ,助詞-格助詞,,,カラ,カラ,和,から,カラ,7219
現代語,I,、,、,,,補助記号-読点,,,,,記号,、,,24
現代語,I,そんな,そんな,,ソンナ,連体詞,,,ソンナ,ソンナ,和,そんな,ソンナ,21510
現代語,I,発想,発想,,ハッソウ,名詞-普通名詞-サ変可能,,,ハッソー,ハッソウ,漢,発想,ハッソウ,29875
現代語,I,が,が,,ガ,助詞-格助詞,,,ガ,ガ,和,が,ガ,7889
現代語,I,」,」,,,補助記号-括弧閉,,,,,記号,」,,34
現代語,B,学,学,,ガク,名詞-普通名詞-一般,,,ガク,ガク,漢,学,ガク,7997
現代語,I,蒔田,マキタ,,マキタ,名詞-固有名詞-人名-姓,,,マキタ,マキタ,固,蒔田,マキタ,35537
現代語,I,「,「,,,補助記号-括弧開,,,,,記号,「,,33
現代語,I,え,えっ,,エッ,感動詞-一般,,,エ,エ,和,え,エ,3882
現代語,I,？,？,,,補助記号-句点,,,,,記号,？,,57
現代語,I,なんか,なんか,,ナンカ,助詞-副助詞,,,ナンカ,ナンカ,和,なんか,ナンカ,28092
現代語,I,、,、,,,補助記号-読点,,,,,記号,、,,24
現代語,I,読ん,読む,,ヨム,動詞-一般,五段-マ行,連用形-撥音便,ヨン,ヨン,和,読む,ヨム,39484
現代語,I,で,てる,,テル,助動詞,下一段-ダ行,連用形-一般,デ,デ,和,でる,デル,25287
現代語,I,て,て,,テ,助詞-接続助詞,,,テ,テ,和,て,テ,24874
現代語,I,『,『,,,補助記号-括弧開,,,,,記号,『,,35
現代語,I,これ,此れ,,コレ,代名詞,,,コレ,コレ,和,これ,コレ,13095
現代語,I,言語,言語,,ゲンゴ,名詞-普通名詞-一般,,,ゲンゴ,ゲンゴ,漢,言語,ゲンゴ,11660
現代語,I,に,に,,ニ,助詞-格助詞,,,ニ,ニ,和,に,ニ,28178
現代語,I,も,も,,モ,助詞-係助詞,,,モ,モ,和,も,モ,37562
現代語,I,使え,使う,,ツカウ,動詞-一般,下一段-ア行,連用形-一般,ツカエ,ツカエ,和,使える,ツカエル,24457
現代語,I,そう,そう,様態,ソウ,形状詞-助動詞語幹,,,ソー,ソウ,和,そう,ソウ,20934
現代語,I,』,』,,,補助記号-括弧閉,,,,,記号,』,,36
現代語,I,って,って,,ッテ,助詞-副助詞,,,ッテ,ッテ,和,って,ッテ,24319
現代語,I,思っ,思う,,オモウ,動詞-一般,五段-ワア行,連用形-促音便,オモッ,オモッ,和,思う,オモウ,5255
現代語,I,て,て,,テ,助詞-接続助詞,,,テ,テ,和,て,テ,24874
現代語,I,さ,さ,,サ,助詞-終助詞,,,サ,サ,和,さ,サ,13620
現代語,I,。,。,,,補助記号-句点,,,,,記号,。,,25
現代語,I,ま,まあ,,マア,副詞,,,マ,マ,和,ま,マ,35378
現代語,I,、,、,,,補助記号-読点,,,,,記号,、,,24
現代語,I,まだ,未だ,,マダ,副詞,,,マダ,マダ,和,まだ,マダ,35745
現代語,I,妄想,妄想,,モウソウ,名詞-普通名詞-サ変可能,,,モーソー,モウソウ,漢,妄想,モウソウ,37620
現代語,I,だ,だ,,ダ,助動詞,助動詞-ダ,終止形-一般,ダ,ダ,和,だ,ダ,22916
現代語,I,けど,けれど,,ケレド,助詞-接続助詞,,,ケド,ケド,和,けど,ケド,11238
現代語,I,ね,ね,,ネ,助詞-終助詞,,,ネ,ネ,和,ね,ネ,28754
現代語,I,。,。,,,補助記号-句点,,,,,記号,。,,25
現代語,I,部活,部活,,ブカツ,名詞-普通名詞-一般,,,ブカツ,ブカツ,漢,部活,ブカツ,33320
現代語,I,で,で,,デ,助詞-格助詞,,,デ,デ,和,で,デ,25518
現代語,I,話そう,話す,,ハナス,動詞-一般,五段-サ行,意志推量形,ハナソー,ハナソウ,和,話す,ハナス,29989
現代語,I,と,と,,ト,助詞-格助詞,,,ト,ト,和,と,ト,25826
現代語,I,思っ,思う,,オモウ,動詞-一般,五段-ワア行,連用形-促音便,オモッ,オモッ,和,思う,オモウ,5255
現代語,I,て,てる,,テル,助動詞,下一段-タ行,連用形-一般,テ,テ,和,てる,テル,25287
現代語,I,た,た,,タ,助動詞,助動詞-タ,終止形-一般,タ,タ,和,た,タ,21642
現代語,I,」,」,,,補助記号-括弧閉,,,,,記号,」,,34
現代語,B,彼,彼,,カレ,代名詞,,,カレ,カレ,和,彼,カレ,7330
現代語,I,は,は,,ハ,助詞-係助詞,,,ワ,ハ,和,は,ハ,29321
現代語,I,そう,そう,,ソウ,副詞,,,ソー,ソウ,和,そう,ソウ,20935
現代語,I,言っ,言う,,イウ,動詞-一般,五段-ワア行,連用形-促音便,イッ,イッ,和,言う,イウ,1571
現代語,I,て,て,,テ,助詞-接続助詞,,,テ,テ,和,て,テ,24874
現代語,I,、,、,,,補助記号-読点,,,,,記号,、,,24
現代語,I,何,何,,ナニ,代名詞,,,ナニ,ナニ,和,何,ナニ,27920
現代語,I,食わ,食う,,クウ,動詞-一般,五段-ワア行,未然形-一般,クワ,クワ,和,食う,クウ,10021
現代語,I,ぬ,ず,,ズ,助動詞,助動詞-ヌ,連体形-一般,ヌ,ヌ,和,ぬ,ヌ,19587
現代語,I,顔,顔,,カオ,名詞-普通名詞-一般,,,カオ,カオ,和,顔,カオ,5985
現代語,I,で,で,,デ,助詞-格助詞,,,デ,デ,和,で,デ,25518
現代語,I,立ち上がる,立ち上がる,,タチアガル,動詞-一般,五段-ラ行,終止形-一般,タチアガル,タチアガル,和,立ち上がる,タチアガル,22377
現代語,I,。,。,,,補助記号-句点,,,,,記号,。,,25
現代語,I,まるで,丸で,,マルデ,副詞,,,マルデ,マルデ,和,まるで,マルデ,36084
現代語,I,、,、,,,補助記号-読点,,,,,記号,、,,24
現代語,I,ただ,唯,,タダ,副詞,,,タダ,タダ,和,ただ,タダ,22343
現代語,I,「,「,,,補助記号-括弧開,,,,,記号,「,,33
現代語,I,今日,今日,,キョウ,名詞-普通名詞-副詞可能,,,キョー,キョウ,和,今日,キョウ,9128
現代語,I,の,の,,ノ,助詞-格助詞,,,ノ,ノ,和,の,ノ,28989
現代語,I,給食,給食,,キュウショク,名詞-普通名詞-サ変可能,,,キューショク,キュウショク,漢,給食,キュウショク,9004
現代語,I,は,は,,ハ,助詞-係助詞,,,ワ,ハ,和,は,ハ,29321
現代語,I,カレー,カレー,curry,カレー,名詞-普通名詞-一般,,,カレー,カレー,外,カレー,カレー,7342
現代語,I,だ,だ,,ダ,助動詞,助動詞-ダ,終止形-一般,ダ,ダ,和,だ,ダ,22916
現代語,I,よ,よ,,ヨ,助詞-終助詞,,,ヨ,ヨ,和,よ,ヨ,38980
現代語,I,」,」,,,補助記号-括弧閉,,,,,記号,」,,34
現代語,I,と,と,,ト,助詞-格助詞,,,ト,ト,和,と,ト,25826
現代語,I,教え,教える,,オシエル,動詞-一般,下一段-ア行,連用形-一般,オシエ,オシエ,和,教える,オシエル,4925
現代語,I,て,て,,テ,助詞-接続助詞,,,テ,テ,和,て,テ,24874
現代語,I,くれ,呉れる,,クレル,動詞-非自立可能,下一段-ラ行,連用形-一般,クレ,クレ,和,くれる,クレル,10567
現代語,I,た,た,,タ,助動詞,助動詞-タ,連体形-一般,タ,タ,和,た,タ,21642
現代語,I,だけ,だけ,,ダケ,助詞-副助詞,,,ダケ,ダケ,和,だけ,ダケ,23122
現代語,I,の,の,,ノ,助詞-格助詞,,,ノ,ノ,和,の,ノ,28989
現代語,I,よう,様,,ヨウ,形状詞-助動詞語幹,,,ヨー,ヨウ,漢,よう,ヨウ,39002
現代語,I,に,だ,,ダ,助動詞,助動詞-ダ,連用形-ニ,ニ,ニ,和,だ,ダ,22916
現代語,I,。,。,,,補助記号-句点,,,,,記号,。,,25
現代語,B,私,私,,ワタシ,代名詞,,,ワタシ,ワタシ,和,私,ワタシ,41277
現代語,I,は,は,,ハ,助詞-係助詞,,,ワ,ハ,和,は,ハ,29321
現代語,I,残さ,残す,,ノコス,動詞-一般,五段-サ行,未然形-一般,ノコサ,ノコサ,和,残す,ノコス,29091
現代語,I,れ,れる,,レル,助動詞,助動詞-レル,連用形-一般,レ,レ,和,れる,レル,40741
現代語,I,た,た,,タ,助動詞,助動詞-タ,終止形-一般,タ,タ,和,た,タ,21642
現代語,I,。,。,,,補助記号-句点,,,,,記号,。,,25
現代語,I,画面,画面,,ガメン,名詞-普通名詞-一般,,,ガメン,ガメン,漢,画面,ガメン,8145
現代語,I,に,に,,ニ,助詞-格助詞,,,ニ,ニ,和,に,ニ,28178
現代語,I,は,は,,ハ,助詞-係助詞,,,ワ,ハ,和,は,ハ,29321
現代語,I,Everling,,,,名詞,,,,,,,,　
現代語,I,noise,,,,名詞,,,,,,,,　
現代語,I,の,の,,ノ,助詞-格助詞,,,ノ,ノ,和,の,ノ,28989
現代語,I,論文,論文,,ロンブン,名詞-普通名詞-一般,,,ロンブン,ロンブン,漢,論文,ロンブン,41068
現代語,I,が,が,,ガ,助詞-格助詞,,,ガ,ガ,和,が,ガ,7889
現代語,I,依然,依然,,イゼン,副詞,,,イゼン,イゼン,漢,依然,イゼン,1967
現代語,I,と,と,,ト,助詞-格助詞,,,ト,ト,和,と,ト,25826
現代語,I,し,為る,,スル,動詞-非自立可能,サ行変格,連用形-一般,シ,シ,和,する,スル,19537
現代語,I,て,て,,テ,助詞-接続助詞,,,テ,テ,和,て,テ,24874
現代語,I,開か,開く,,ヒラク,動詞-一般,五段-カ行,未然形-一般,ヒラカ,ヒラカ,和,開く,ヒラク,31814
現代語,I,れ,れる,,レル,助動詞,助動詞-レル,連用形-一般,レ,レ,和,れる,レル,40741
現代語,I,て,て,,テ,助詞-接続助詞,,,テ,テ,和,て,テ,24874
現代語,I,いる,居る,,イル,動詞-非自立可能,上一段-ア行,終止形-一般,イル,イル,和,いる,イル,2585
現代語,I,。,。,,,補助記号-句点,,,,,記号,。,,25
現代語,I,線形,線形,,センケイ,名詞-普通名詞-一般,,,センケー,センケイ,漢,線形,センケイ,20433
現代語,I,時間,時間,,ジカン,名詞-普通名詞-助数詞可能,,,ジカン,ジカン,漢,時間,ジカン,17768
現代語,I,。,。,,,補助記号-句点,,,,,記号,。,,25
現代語,I,ポテンシャル,ポテンシャル,potential,ポテンシャル,名詞-普通名詞-一般,,,ポテンシャル,ポテンシャル,外,ポテンシャル,ポテンシャル,44066
現代語,I,マップ,マップ,map,マップ,名詞-普通名詞-サ変可能,,,マップ,マップ,外,マップ,マップ,35827
現代語,I,。,。,,,補助記号-句点,,,,,記号,。,,25
現代語,I, さっき,さっき,,サッキ,名詞-普通名詞-副詞可能,,,サッキ,サッキ,和,さっき,サッキ,253513
現代語,I,まで,まで,,マデ,助詞-副助詞,,,マデ,マデ,和,まで,マデ,35891
現代語,I,輝い,輝く,,カガヤク,動詞-一般,五段-カ行,連用形-イ音便,カガヤイ,カガヤイ,和,輝く,カガヤク,6036
現代語,I,て,て,,テ,助詞-接続助詞,,,テ,テ,和,て,テ,24874
現代語,I,い,居る,,イル,動詞-非自立可能,上一段-ア行,連用形-一般,イ,イ,和,いる,イル,2585
現代語,I,た,た,,タ,助動詞,助動詞-タ,連体形-一般,タ,タ,和,た,タ,21642
現代語,I,それ,其れ,,ソレ,代名詞,,,ソレ,ソレ,和,それ,ソレ,21461
現代語,I,ら,等,,ラ,接尾辞-名詞的-一般,,,ラ,ラ,和,ら,ラ,39572
現代語,I,の,の,,ノ,助詞-格助詞,,,ノ,ノ,和,の,ノ,28989
現代語,I,言葉,言葉,,コトバ,名詞-普通名詞-一般,,,コトバ,コトバ,和,言葉,コトバ,12860
現代語,I,が,が,,ガ,助詞-格助詞,,,ガ,ガ,和,が,ガ,7889
現代語,I,、,、,,,補助記号-読点,,,,,記号,、,,24
現代語,I,急,急,,キュウ,名詞-普通名詞-形状詞可能,,,キュー,キュウ,漢,急,キュウ,8932
現代語,I,に,だ,,ダ,助動詞,助動詞-ダ,連用形-ニ,ニ,ニ,和,だ,ダ,22916
現代語,I,色褪せ,色褪せる,,イロアセル,動詞-一般,下一段-サ行,連用形-一般,イロアセ,イロアセ,和,色褪せる,イロアセル,2615
現代語,I,て,て,,テ,助詞-接続助詞,,,テ,テ,和,て,テ,24874
現代語,I,見える,見える,,ミエル,動詞-一般,下一段-ア行,終止形-一般,ミエル,ミエル,和,見える,ミエル,36265
現代語,I,。,。,,,補助記号-句点,,,,,記号,。,,25
現代語,I,こう,こう,,コウ,副詞,,,コー,コウ,和,こう,コウ,11822
現代語,I,いう,言う,,イウ,動詞-一般,五段-ワア行,連体形-一般,ユー,イウ,和,いう,ユウ,1571
現代語,I,時,時,,トキ,名詞-普通名詞-副詞可能,,,トキ,トキ,和,時,トキ,26231
現代語,I,は,は,,ハ,助詞-係助詞,,,ワ,ハ,和,は,ハ,29321
現代語,I,、,、,,,補助記号-読点,,,,,記号,、,,24
現代語,I,確立,確立,,カクリツ,名詞-普通名詞-サ変可能,,,カクリツ,カクリツ,漢,確立,カクリツ,6242
現代語,I,さ,為る,,スル,動詞-非自立可能,サ行変格,未然形-サ,サ,サ,和,する,スル,19537
現代語,I,れ,れる,,レル,助動詞,助動詞-レル,連用形-一般,レ,レ,和,れる,レル,40741
現代語,I,た,た,,タ,助動詞,助動詞-タ,連体形-一般,タ,タ,和,た,タ,21642
現代語,I,ルーチン,ルーチン,routine,ルーチン,名詞-普通名詞-一般,,,ルーチン,ルーチン,外,ルーチン,ルーチン,40535
現代語,I,に,に,,ニ,助詞-格助詞,,,ニ,ニ,和,に,ニ,28178
現代語,I,戻る,戻る,,モドル,動詞-一般,五段-ラ行,終止形-一般,モドル,モドル,和,戻る,モドル,37867
現代語,I,しか,しか,,シカ,助詞-副助詞,,,シカ,シカ,和,しか,シカ,15047
現代語,I,ない,無い,,ナイ,形容詞-非自立可能,形容詞,終止形-一般,ナイ,ナイ,和,ない,ナイ,27442
現代語,I,。,。,,,補助記号-句点,,,,,記号,。,,25
現代語,I,授業,授業,,ジュギョウ,名詞-普通名詞-サ変可能,,,ジュギョー,ジュギョウ,漢,授業,ジュギョウ,18264
現代語,I,に,に,,ニ,助詞-格助詞,,,ニ,ニ,和,に,ニ,28178
現代語,I,集中,集中,,シュウチュウ,名詞-普通名詞-サ変可能,,,シューチュー,シュウチュウ,漢,集中,シュウチュウ,16172
現代語,I,する,為る,,スル,動詞-非自立可能,サ行変格,終止形-一般,スル,スル,和,する,スル,19537
現代語,I,。,。,,,補助記号-句点,,,,,記号,。,,25
現代語,I, 技術,技術,,ギジュツ,名詞-普通名詞-一般,,,ギジュツ,ギジュツ,漢,技術,ギジュツ,9798
現代語,I,者,者,,シャ,接尾辞-名詞的-一般,,,シャ,シャ,漢,者,シャ,15852
現代語,I,の,の,,ノ,助詞-格助詞,,,ノ,ノ,和,の,ノ,28989
現代語,I,基本,基本,,キホン,名詞-普通名詞-一般,,,キホン,キホン,漢,基本,キホン,8809
現代語,I,は,は,,ハ,助詞-係助詞,,,ワ,ハ,和,は,ハ,29321
現代語,I,、,、,,,補助記号-読点,,,,,記号,、,,24
現代語,I,環境,環境,,カンキョウ,名詞-普通名詞-一般,,,カンキョー,カンキョウ,漢,環境,カンキョウ,7531
現代語,I,が,が,,ガ,助詞-格助詞,,,ガ,ガ,和,が,ガ,7889
現代語,I,変わっ,変わる,,カワル,動詞-一般,五段-ラ行,連用形-促音便,カワッ,カワッ,和,変わる,カワル,7447
現代語,I,て,て,,テ,助詞-接続助詞,,,テ,テ,和,て,テ,24874
現代語,I,も,も,,モ,助詞-係助詞,,,モ,モ,和,も,モ,37562
現代語,I,タスク,タスク,task,タスク,名詞-普通名詞-一般,,,タスク,タスク,外,タスク,タスク,22299
現代語,I,を,を,,ヲ,助詞-格助詞,,,オ,ヲ,和,を,ヲ,41407
現代語,I,完了,完了,,カンリョウ,名詞-普通名詞-サ変可能,,,カンリョー,カンリョウ,漢,完了,カンリョウ,7851
現代語,I,さ,為る,,スル,動詞-非自立可能,サ行変格,未然形-サ,サ,サ,和,する,スル,19537
現代語,I,せる,せる,,セル,助動詞,下一段-サ行,連体形-一般,セル,セル,和,せる,セル,20355
現代語,I,こと,事,,コト,名詞-普通名詞-一般,,,コト,コト,和,こと,コト,12836
現代語,I,だ,だ,,ダ,助動詞,助動詞-ダ,終止形-一般,ダ,ダ,和,だ,ダ,22916
現代語,I,。,。,,,補助記号-句点,,,,,記号,。,,25
現代語,B,さて,扠,,サテ,接続詞,,,サテ,サテ,和,さて,サテ,14269
現代語,I,、,、,,,補助記号-読点,,,,,記号,、,,24
現代語,I,論文,論文,,ロンブン,名詞-普通名詞-一般,,,ロンブン,ロンブン,漢,論文,ロンブン,41068
現代語,I,で,で,,デ,助詞-格助詞,,,デ,デ,和,で,デ,25518
現代語,I,脳内,脳内,,ノウナイ,名詞-普通名詞-一般,,,ノーナイ,ノウナイ,漢,脳内,ノウナイ,29055
現代語,I,が,が,,ガ,助詞-格助詞,,,ガ,ガ,和,が,ガ,7889
現代語,I,活性,活性,,カッセイ,名詞-普通名詞-サ変可能,,,カッセー,カッセイ,漢,活性,カッセイ,6746
現代語,I,化,化,,カ,接尾辞-名詞的-サ変可能,,,カ,カ,漢,化,カ,5577
現代語,I,し,為る,,スル,動詞-非自立可能,サ行変格,連用形-一般,シ,シ,和,する,スル,19537
現代語,I,た,た,,タ,助動詞,助動詞-タ,連体形-一般,タ,タ,和,た,タ,21642
現代語,I,の,の,,ノ,助詞-準体助詞,,,ノ,ノ,和,の,ノ,28990
現代語,I,で,だ,,ダ,助動詞,助動詞-ダ,連用形-一般,デ,デ,和,だ,ダ,22916
